"dimension","value","id","coder","accepted","llm"
"expressing optimism","high",1626854253884055553,2,"N","GPT4"
"expressing trust","high",1626854253884055553,2,"N","GPT4"
"feeling having a political voice","high",1626854253884055553,2,"Y","GPT4"
"financial/material worry","high",1626777786206633986,2,"Y","GPT4"
"self-esteem","high",1627424409312186368,2,"N","GPT4"
"expressing altruism","high",1627424409312186368,2,"N","GPT4"
"having hope","high",1627424409312186368,2,"N","GPT4"
"expressing empathy","high",1627424409312186368,2,"Y","GPT4"
"expressing gratitude","high",1630106597111332870,2,"Y","GPT4"
"belief in god","high",1632974552094367744,2,"Y","GPT4"
"life after death belief","high",1632974552094367744,2,"N","GPT4"
"perceiving discrimination","high",1630870998542163968,2,"N","GPT4"
"feeling having a political voice","high",1630870998542163968,2,"Y","GPT4"
"happiness","high",1629278370167943172,2,"Y","GPT4"
"balance in the various aspects of own life","high",1629278370167943172,2,"Y","GPT4"
"happiness","high",1626396523553488897,2,"Y","GPT4"
"expressing gratitude","high",1626396523553488897,2,"N","GPT4"
"promoting good","high",1626396523553488897,2,"N","GPT4"
"expressing empathy","high",1626396523553488897,2,"N","GPT4"
"happiness","high",1625915051528814597,2,"Y","GPT4"
"expressing trust","medium",1625915051528814597,2,"N","GPT4"
"promoting good","medium",1625915051528814597,2,"N","GPT4"
"having energy","high",1631789595686756354,2,"Y","GPT4"
"mastery (ability, capability)","high",1631789595686756354,2,"N","GPT4"
"describing health limitations","medium",1631789595686756354,2,"Y","GPT4"
"perceiving discrimination","medium",1631722128943849497,2,"N","GPT4"
"feeling having a political voice","high",1631722128943849497,2,"Y","GPT4"
"happiness","high",1629311420570509312,2,"Y","GPT4"
"expressing gratitude","high",1629311420570509312,2,"Y","GPT4"
"promoting good","high",1629311420570509312,2,"Y","GPT4"
"expressing empathy","high",1629311420570509312,2,"N","GPT4"
"self-esteem","high",1634307430120079362,2,"Y","GPT4"
"balance in the various aspects of own life","medium",1634307430120079362,2,"N","GPT4"
"describing drinking related health issues","low",1634307430120079362,2,"N","GPT4"
"happiness","high",1631740555318398976,2,"Y","GPT4"
"happiness","high",1629810639295356929,2,"Y","GPT4"
"expressing altruism","high",1629810639295356929,2,"N","GPT4"
"financial/material worry","low",1629810639295356929,2,"N","GPT4"
"expressing empathy","high",1629810639295356929,2,"N","GPT4"
"happiness","high",1626268596866351104,2,"Y","GPT4"
"resilience","high",1631456724019470336,2,"Y","GPT4"
"expressing altruism","high",1631456724019470336,2,"N","GPT4"
"having hope","high",1631456724019470336,2,"Y","GPT4"
"expressing empathy","high",1631456724019470336,2,"Y","GPT4"
"mastery (ability, capability)","high",1631226497431117825,2,"Y","GPT4"
"happiness","high",1628942379800571906,2,"Y","GPT4"
"expressing altruism","high",1628942379800571906,2,"N","GPT4"
"promoting good","high",1628942379800571906,2,"N","GPT4"
"expressing empathy","high",1628942379800571906,2,"N","GPT4"
"happiness","high",1626115287434108928,2,"Y","GPT4"
"happiness","high",1632408102422159362,2,"Y","GPT4"
"quality of relationships","medium",1632408102422159362,2,"N","GPT4"
"expressing empathy","high",1632408102422159362,2,"N","GPT4"
"happiness","high",1625942178311639063,2,"Y","GPT4"
"quality of relationships","high",1625942178311639063,2,"Y","GPT4"
"promoting good","medium",1625942178311639063,2,"Y","GPT4"
"happiness","high",1631798825206661121,2,"N","GPT4"
"promoting good","high",1631798825206661121,2,"N","GPT4"
"having energy","high",1632802025686839296,2,"N","GPT4"
"balance in the various aspects of own life","low",1632802025686839296,2,"N","GPT4"
"describing health limitations","medium",1632802025686839296,2,"N","GPT4"
"happiness","high",1626246796031758338,2,"Y","GPT4"
"expressing gratitude","high",1626246796031758338,2,"Y","GPT4"
"promoting good","high",1626246796031758338,2,"N","GPT4"
"happiness","high",1632741699792392194,2,"Y","GPT4"
"balance in the various aspects of own life","medium",1632741699792392194,2,"N","GPT4"
"happiness","high",1630540624993583104,2,"Y","GPT4"
"expressing altruism","high",1630540624993583104,2,"Y","GPT4"
"having hope","high",1630540624993583104,2,"N","GPT4"
"expressing empathy","high",1630540624993583104,2,"N","GPT4"
"purpose in life","high",1634329906103427074,2,"N","GPT4"
"expressing altruism","high",1634329906103427074,2,"Y","GPT4"
"charitable giving/helping","high",1634329906103427074,2,"N","GPT4"
"expressing empathy","high",1634329906103427074,2,"Y","GPT4"
"feeling having a political voice","high",1629670444235206662,2,"Y","GPT4"
"expressing optimism","high",1628069793424191500,2,"Y","GPT4"
"expressing trust","medium",1628069793424191500,2,"N","GPT4"
"expressing empathy","high",1628069793424191500,2,"N","GPT4"
"happiness","high",1632932619385200640,2,"Y","GPT4"
"expressing optimism","high",1626529324558852097,2,"Y","GPT4"
"expressing altruism","high",1626529324558852097,2,"N","GPT4"
"having hope","high",1626529324558852097,2,"N","GPT4"
"expressing empathy","high",1626529324558852097,2,"Y","GPT4"
"happiness","high",1632382495999098881,2,"Y","GPT4"
"expressing gratitude","high",1632382495999098881,2,"N","GPT4"
"promoting good","high",1632382495999098881,2,"N","GPT4"
"expressing empathy","high",1632382495999098881,2,"N","GPT4"
"happiness","high",1634089493287301121,9,"Y","GPT4"
"mastery (ability, capability)","high",1634089493287301121,9,"Y","GPT4"
"promoting good","high",1634089493287301121,9,"N","GPT4"
"happiness","high",1632167788914827264,9,"Y","GPT4"
"quality of relationships","medium",1632167788914827264,9,"Y","GPT4"
"promoting good","high",1632167788914827264,9,"N","GPT4"
"expressing empathy","high",1632167788914827264,9,"Y","GPT4"
"resilience","high",1629917533871505408,9,"Y","GPT4"
"expressing altruism","high",1629917533871505408,9,"N","GPT4"
"having hope","high",1629917533871505408,9,"Y","GPT4"
"expressing empathy","high",1629917533871505408,9,"Y","GPT4"
"purpose in life","high",1629488165948997634,9,"N","GPT4"
"mastery (ability, capability)","high",1629488165948997634,9,"Y","GPT4"
"financial/material worry","low",1629488165948997634,9,"Y","GPT4"
"suffering","high",1629703596433391617,9,"Y","GPT4"
"perceiving discrimination","high",1629703596433391617,9,"N","GPT4"
"feeling having a political voice","high",1629703596433391617,9,"Y","GPT4"
"anxiety","high",1629213004167544832,9,"Y","GPT4"
"loneliness","medium",1629213004167544832,9,"N","GPT4"
"financial/material worry","low",1629213004167544832,9,"Y","GPT4"
"ptsd (post-traumatic stress disorder)","low",1629213004167544832,9,"N","GPT4"
"happiness","high",1627418964526764032,9,"Y","GPT4"
"expressing gratitude","high",1627418964526764032,9,"Y","GPT4"
"promoting good","high",1627418964526764032,9,"Y","GPT4"
"happiness","high",1630963948240637952,9,"Y","GPT4"
"expressing altruism","high",1630963948240637952,9,"N","GPT4"
"promoting good","high",1630963948240637952,9,"Y","GPT4"
"expressing empathy","high",1630963948240637952,9,"Y","GPT4"
"purpose in life","high",1632107028574527488,9,"N","GPT4"
"belonging to society","high",1632107028574527488,9,"Y","GPT4"
"financial/material worry","low",1632107028574527488,9,"Y","GPT4"
"happiness","medium",1627066764235534339,9,"Y","GPT4"
"expressing gratitude","high",1627066764235534339,9,"Y","GPT4"
"having hope","high",1627066764235534339,9,"Y","GPT4"
"happiness","high",1626844753664040962,9,"Y","GPT4"
"expressing trust","medium",1626844753664040962,9,"Y","GPT4"
"expressing optimism","high",1632356267317493763,9,"Y","GPT4"
"expressing gratitude","high",1632356267317493763,9,"Y","GPT4"
"feeling having a political voice","high",1632356267317493763,9,"Y","GPT4"
"fear of future","high",1630979041489453074,9,"Y","GPT4"
"belonging to society","medium",1630979041489453074,9,"Y","GPT4"
"feeling having a political voice","high",1630979041489453074,9,"Y","GPT4"
"fear of future","high",1628212587799400448,9,"Y","GPT4"
"loneliness","high",1628212587799400448,9,"Y","GPT4"
"financial/material worry","low",1628212587799400448,9,"Y","GPT4"
"self-esteem","high",1629280270766551040,9,"Y","GPT4"
"happiness","medium",1630121000112119809,9,"Y","GPT4"
"expressing altruism","medium",1630121000112119809,9,"Y","GPT4"
"expressing empathy","high",1630121000112119809,9,"Y","GPT4"
"religious criticism","low",1625913592133431297,9,"N","GPT4"
"feeling having a political voice","high",1625913592133431297,9,"Y","GPT4"
"expressing optimism","high",1634282418260660235,9,"Y","GPT4"
"expressing altruism","high",1634282418260660235,9,"Y","GPT4"
"having hope","high",1634282418260660235,9,"Y","GPT4"
"expressing empathy","high",1634282418260660235,9,"Y","GPT4"
"anxiety","high",1632356424285294592,9,"Y","GPT4"
"perceiving discrimination","high",1632356424285294592,9,"Y","GPT4"
"feeling having a political voice","high",1632356424285294592,9,"Y","GPT4"
"happiness","low",1632765871742500866,9,"Y","GPT4"
"expressing altruism","low",1632765871742500866,9,"Y","GPT4"
"promoting good","high",1632765871742500866,9,"Y","GPT4"
"self-esteem","low",1626594927936421891,9,"Y","GPT4"
"loneliness","high",1626594927936421891,9,"Y","GPT4"
"financial/material worry","high",1626594927936421891,9,"Y","GPT4"
"expressing empathy","medium",1626594927936421891,9,"N","GPT4"
"suffering","high",1631032431506767872,9,"Y","GPT4"
"quality of relationships","medium",1631032431506767872,9,"Y","GPT4"
"financial/material worry","high",1631032431506767872,9,"Y","GPT4"
"ptsd (post-traumatic stress disorder)","high",1631032431506767872,9,"Y","GPT4"
"depression","low",1630629372884312066,9,"Y","GPT4"
"perceiving discrimination","high",1630629372884312066,9,"N","GPT4"
"expressing optimism","high",1632830931823206403,9,"N","GPT4"
"expressing altruism","high",1632830931823206403,9,"N","GPT4"
"financial/material worry","medium",1632830931823206403,9,"Y","GPT4"
"expressing empathy","high",1632830931823206403,9,"N","GPT4"
"depression","high",1631143927188426757,9,"Y","GPT4"
"loneliness","high",1631143927188426757,9,"Y","GPT4"
"financial/material worry","high",1631143927188426757,9,"Y","GPT4"
"ptsd (post-traumatic stress disorder)","high",1631143927188426757,9,"N","GPT4"
"purpose in life","high",1634255766319415296,9,"Y","GPT4"
"expressing altruism","high",1634255766319415296,9,"Y","GPT4"
"promoting good","high",1634255766319415296,9,"Y","GPT4"
"expressing empathy","high",1634255766319415296,9,"N","GPT4"
"purpose in life","high",1630520810413645825,9,"Y","GPT4"
"belief in god","high",1630520810413645825,9,"Y","GPT4"
"life after death belief","high",1630520810413645825,9,"Y","GPT4"
"suffering","high",1629693455256436737,9,"Y","GPT4"
"expressing altruism","high",1629693455256436737,9,"Y","GPT4"
"promoting good","medium",1629693455256436737,9,"Y","GPT4"
"expressing empathy","high",1629693455256436737,9,"Y","GPT4"
"happiness","medium",1627573752644124674,9,"Y","GPT4"
"expressing altruism","medium",1627573752644124674,9,"Y","GPT4"
"having hope","medium",1627573752644124674,9,"Y","GPT4"
"happiness","high",1634245320778326039,9,"Y","GPT4"
"expressing gratitude","high",1634245320778326039,9,"Y","GPT4"
"promoting good","high",1634245320778326039,9,"Y","GPT4"
"expressing empathy","high",1634245320778326039,9,"Y","GPT4"
"perceiving discrimination","high",1630399934259253248,9,"Y","GPT4"
"feeling having a political voice","high",1630399934259253248,9,"Y","GPT4"
"happiness","medium",1632056110289911808,9,"Y","GPT4"
"promoting good","medium",1632056110289911808,9,"Y","GPT4"
"happiness","high",1625675453104111616,9,"Y","GPT4"
"happiness","low",1631066977170264064,9,"Y","GPT4"
"having hope","medium",1631066977170264064,9,"Y","GPT4"
"resilience","low",1628415651357544448,9,"Y","GPT4"
"loneliness","high",1628415651357544448,9,"Y","GPT4"
"financial/material worry","high",1628415651357544448,9,"Y","GPT4"
"ptsd (post-traumatic stress disorder)","high",1628415651357544448,9,"Y","GPT4"
"resilience","high",1633183617814876160,9,"Y","GPT4"
"mastery (ability, capability)","medium",1633183617814876160,9,"Y","GPT4"
"ptsd (post-traumatic stress disorder)","high",1633183617814876160,9,"Y","GPT4"
"happiness","high",1627062219304505344,9,"Y","GPT4"
"expressing altruism","low",1627062219304505344,9,"N","GPT4"
"expressing empathy","high",1627062219304505344,9,"Y","GPT4"
"expressing trust","medium",1625768132642996224,9,"Y","GPT4"
"financial/material worry","high",1625768132642996224,9,"Y","GPT4"
"expressing job satisfaction","high",1625823747042074624,9,"Y","GPT4"
"balance in the various aspects of own life","high",1625823747042074624,9,"Y","GPT4"
"promoting good","high",1625823747042074624,9,"Y","GPT4"
"quality of relationships","low",1625861861450055680,9,"Y","GPT4"
"happiness","medium",1631164102948306944,1,"N","GPT4"
"balance in the various aspects of own life","medium",1631164102948306944,1,"Y","GPT4"
"expressing optimism","high",1625682262363611136,1,"Y","GPT4"
"expressing trust","high",1625682262363611136,1,"Y","GPT4"
"having hope","high",1625682262363611136,1,"Y","GPT4"
"financial/material worry","high",1633839697352077314,1,"Y","GPT4"
"self-esteem","high",1629186570191527936,1,"Y","GPT4"
"mastery (ability, capability)","high",1629186570191527936,1,"N","GPT4"
"promoting good","high",1629186570191527936,1,"Y","GPT4"
"happiness","medium",1628423810213978112,1,"N","GPT4"
"expressing altruism","high",1628423810213978112,1,"Y","GPT4"
"volunteering","high",1628423810213978112,1,"Y","GPT4"
"expressing empathy","medium",1628423810213978112,1,"N","GPT4"
"happiness","high",1631383272776437761,1,"N","GPT4"
"quality of relationships","high",1631383272776437761,1,"Y","GPT4"
"expressing empathy","high",1631383272776437761,1,"N","GPT4"
"expressing empathy","high",1626303233646813184,1,"Y","GPT4"
"happiness","low",1627169377035632640,1,"N","GPT4"
"quality of relationships","high",1627169377035632640,1,"Y","GPT4"
"ptsd (post-traumatic stress disorder)","high",1627169377035632640,1,"N","GPT4"
"happiness","high",1626463798541565954,1,"Y","GPT4"
"expressing altruism","high",1626463798541565954,1,"Y","GPT4"
"promoting good","high",1626463798541565954,1,"Y","GPT4"
"expressing empathy","high",1626463798541565954,1,"Y","GPT4"
"happiness","high",1629039335789023234,1,"N","GPT4"
"balance in the various aspects of own life","medium",1629039335789023234,1,"Y","GPT4"
"having hope","high",1629039335789023234,1,"Y","GPT4"
"happiness","low",1629175590577229827,1,"Y","GPT4"
"quality of relationships","low",1629175590577229827,1,"Y","GPT4"
"resilience","medium",1632439382404927488,1,"Y","GPT4"
"loneliness","high",1632439382404927488,1,"N","GPT4"
"expressing empathy","high",1632439382404927488,1,"N","GPT4"
"self-esteem","medium",1632837075665027072,1,"N","GPT4"
"mastery (ability, capability)","medium",1632837075665027072,1,"Y","GPT4"
"financial/material worry","high",1632837075665027072,1,"Y","GPT4"
"expressing empathy","high",1632837075665027072,1,"N","GPT4"
"purpose in life","high",1630769093539397633,1,"N","GPT4"
"belief in god","high",1630769093539397633,1,"Y","GPT4"
"promoting good","high",1630769093539397633,1,"Y","GPT4"
"happiness","high",1626951003999203328,1,"Y","GPT4"
"expressing gratitude","high",1626951003999203328,1,"Y","GPT4"
"happiness","high",1609383727662247937,1,"Y","GPT4"
"expressing altruism","high",1609383727662247937,1,"Y","GPT4"
"volunteering","high",1609383727662247937,1,"N","GPT4"
"expressing trust","high",1625999825505333249,1,"Y","GPT4"
"happiness","high",1631702622653808644,1,"Y","GPT4"
"expressing trust","high",1631702622653808644,1,"N","GPT4"
"happiness","high",1629495427111190528,1,"Y","GPT4"
