dimension,value,confidence,id
financial/material worry,low,0.1,1628071220171210753
fear of future,high,0.8,1626205792927121412
perceiving discrimination,high,0.8,1626205792927121412
feeling having a political voice,high,0.9,1626205792927121412
anxiety,high,0.9,1630937740131938309
belonging to society,high,0.9,1630937740131938309
promoting good,high,0.9,1630937740131938309
describing health limitations,high,0.9,1630937740131938309
happiness,high,0.8,1630079012226891778
having energy,high,0.9,1629694488246628352
mastery (ability or capability),high,0.9,1629694488246628352
depression,medium,0.6,1630306232396398592
perceiving discrimination,medium,0.6,1630306232396398592
describing drinking related health issues,high,0.9,1630306232396398592
happiness,high,0.8,1630064060816322560
expressing altruism,high,0.9,1630064060816322560
promoting good,high,0.9,1630064060816322560
expressing empathy,high,0.9,1630064060816322560
expressing altruism,high,0.9,1629463763324682241
feeling having a political voice,high,0.9,1629463763324682241
expressing optimism,high,0.9,1628761653239070722
expressing trust,high,0.9,1628761653239070722
having hope,high,0.9,1628761653239070722
positive functioning,high,0.9,1625675906206556160
mastery (ability or capability),high,0.9,1625675906206556160
describing drinking related health issues,medium,0.6,1629761626680307712
happiness,high,0.8,1627052241159966720
expressing gratitude,high,0.9,1627052241159966720
expressing empathy,high,0.9,1627052241159966720
resilience,high,0.9,1634215338450599937
mastery (ability or capability),high,0.8,1634215338450599937
having hope,high,0.8,1634215338450599937
happiness,high,0.9,1631549547200790528
quality of relationships,high,0.9,1631549547200790528
expressing optimism,high,0.9,1628835377858445312
expressing altruism,high,0.9,1628835377858445312
having hope,high,0.9,1628835377858445312
expressing empathy,high,0.9,1628835377858445312
happiness,low,0.7,1632066678556364800
mastery (ability or capability),medium,0.6,1632066678556364800
financial/material worry,low,0.2,1632066678556364800
purpose in life,high,0.9,1630991195995340806
expressing altruism,high,0.9,1630991195995340806
promoting good,high,0.9,1630991195995340806
describing health limitations,low,0.2,1630991195995340806
mastery (ability or capability),medium,0.6,1633756467684581379
expressing trust,low,0.9,1633868594798039040
feeling having a political voice,high,0.9,1633868594798039040
fear of future,high,0.9,1629182359395237891
expressing trust,high,0.9,1629182359395237891
financial/material worry,high,1,1629182359395237891
feeling having a political voice,medium,0.6,1631315522578165760
happiness,high,0.9,1633957565951508483
expressing altruism,low,0.6,1633957565951508483
promoting good,high,0.9,1633957565951508483
expressing empathy,high,0.9,1633957565951508483
happiness,high,0.8,1626786502301691904
belonging to society,high,0.9,1626786502301691904
financial/material worry,high,0.8,1633713239811866631
anxiety,high,0.8,1632092941895315457
perceiving discrimination,high,0.9,1632092941895315457
feeling having a political voice,high,0.9,1632092941895315457
self-esteem,low,0.6,1631400017792466945
quality of relationships,low,0.8,1631400017792466945
mastery (ability or capability),medium,0.6,1626976292146151431
feeling having a political voice,high,0.9,1626976292146151431
happiness,high,0.9,1631478469124030469
expressing altruism,high,0.9,1631478469124030469
promoting good,high,0.9,1631478469124030469
expressing empathy,high,0.9,1631478469124030469
self-esteem,medium,0.6,1632199964955930624
mastery (ability or capability),medium,0.6,1632199964955930624
expressing delayed gratification,high,0.8,1632199964955930624
happiness,high,0.8,1628563533364338690
expressing empathy,medium,0.6,1628563533364338690
happiness,low,0.7,1630418953263808512
expressing gratitude,high,0.9,1630418953263808512
financial/material worry,high,0.9,1630418953263808512
expressing empathy,high,0.9,1630418953263808512
expressing optimism,high,0.8,1626512164579160065
balance in the various aspects of own life,medium,0.6,1626512164579160065
expressing delayed gratification,medium,0.6,1626512164579160065
self-esteem,high,0.8,1632448881630879745
quality of relationships,low,0.7,1632448881630879745
describing smoking related health issues,medium,0.6,1632448881630879745
expressing altruism,high,0.9,1631082303509127170
promoting good,medium,0.6,1631082303509127170
happiness,medium,0.6,1628032093199400962
balance in the various aspects of own life,medium,0.6,1628032093199400962
having hope,high,0.8,1628032093199400962
happiness,high,0.8,1630189826921168897
belonging to society,medium,0.6,1630189826921168897
financial/material worry,low,0.1,1630189826921168897
self-esteem,high,0.8,1630735093127086080
quality of relationships,medium,0.6,1630735093127086080
promoting good,high,0.9,1630735093127086080
fear of future,high,0.9,1633713247378636800
belonging to society,low,0.9,1633713247378636800
feeling having a political voice,high,0.9,1633713247378636800
expressing trust,medium,0.6,1631422113578901504
expressing empathy,medium,0.6,1631422113578901504
anxiety,high,0.9,1631367341215997952
describing health limitations,high,0.9,1631367341215997952
happiness,high,0.9,1629247464615059457
expressing altruism,high,0.9,1629247464615059457
promoting good,high,0.9,1629247464615059457
expressing empathy,high,0.95,1629247464615059457
feeling having a political voice,high,0.9,1628824549465952256
perceiving discrimination,high,0.8,1631711962022256646
feeling having a political voice,high,0.9,1631711962022256646
self-esteem,high,0.8,1631600735010865163
mastery (ability or capability),high,0.9,1631600735010865163
describing health limitations,high,0.9,1631600735010865163
happiness,high,0.9,1631321081972760579
expressing gratitude,high,0.9,1631321081972760579
promoting good,high,0.9,1631321081972760579
expressing empathy,high,0.9,1631321081972760579
feeling having a political voice,medium,0.6,1626449774726594560
depression,low,0.6,1630727888034054144
perceiving discrimination,high,0.9,1630727888034054144
feeling having a political voice,high,0.9,1630727888034054144
expressing altruism,medium,0.6,1633759048490450945
financial/material worry,low,0.1,1633759048490450945
mastery (ability or capability),high,0.9,1627624603970600960
expressing optimism,high,0.9,1626129056759701504
expressing altruism,high,0.9,1626129056759701504
charitable giving/helping,high,0.9,1626129056759701504
expressing empathy,high,0.9,1626129056759701504
mastery (ability or capability),medium,0.6,1631667964993740801
mastery (ability or capability),high,0.9,1628266819520700416
mastery (ability or capability),medium,0.6,1627139365934895104
quality of relationships,low,0.7,1633673449519341568
depression,medium,0.6,1631497874113527808
happiness,high,0.9,1632397887186296833
quality of relationships,high,0.9,1632397887186296833
fear of future,high,0.8,1629124869664243715
perceiving discrimination,high,0.8,1629124869664243715
financial/material worry,high,0.9,1629124869664243715
happiness,medium,0.6,1631796145797357570
balance in the various aspects of own life,high,0.8,1631796145797357570
expressing delayed gratification,high,0.9,1631796145797357570
describing drinking related health issues,low,0.6,1631796145797357570
purpose in life,high,0.9,1631987443674038277
expressing altruism,high,0.9,1631987443674038277
charitable giving/helping,high,0.9,1631987443674038277
expressing empathy,high,0.9,1631987443674038277
expressing optimism,high,0.85,1632830931823206403
expressing altruism,high,0.9,1632830931823206403
financial/material worry,medium,0.6,1632830931823206403
expressing empathy,high,0.9,1632830931823206403
self-esteem,high,0.8,1633696671367397376
mastery (ability or capability),high,0.9,1633696671367397376
promoting good,high,0.9,1633696671367397376
self-esteem,low,0.7,1634249326632263681
belonging to society,low,0.7,1634249326632263681
feeling having a political voice,high,0.9,1634249326632263681
happiness,high,0.9,1630336330730225665
quality of relationships,high,0.9,1630336330730225665
promoting good,high,0.9,1630336330730225665
expressing empathy,high,0.9,1630336330730225665
feeling pain,high,0.9,1629543305687052293
loneliness,medium,0.6,1629543305687052293
ptsd (post-traumatic stress disorder),low,0.2,1629543305687052293
happiness,high,0.9,1629660175526395905
happiness,high,0.9,1628205400205193216
quality of relationships,high,0.9,1628205400205193216
expressing empathy,high,0.9,1628205400205193216
happiness,high,0.8,1627635033455620097
expressing gratitude,high,0.9,1627635033455620097
having hope,high,0.9,1627635033455620097
quality of relationships,high,0.8,1627106943251755010
expressing optimism,high,0.9,1632356267317493763
expressing gratitude,high,0.9,1632356267317493763
feeling having a political voice,high,0.9,1632356267317493763
perceiving discrimination,high,0.9,1628864988311068672
feeling having a political voice,high,0.9,1628864988311068672
expressing empathy,high,0.9,1628864988311068672
expressing altruism,high,0.9,1632023577317855239
charitable giving/helping,high,0.9,1632023577317855239
happiness,high,0.9,1629527602946793473
happiness,high,0.9,1627186530237267973
belonging to society,high,0.8,1627186530237267973
promoting good,medium,0.6,1627186530237267973
perceiving discrimination,medium,0.6,1631072959694778368
feeling having a political voice,high,0.9,1631072959694778368
religious criticism,high,0.9,1632170354167652354
fear of future,high,0.8,1626946338733625344
expressing altruism,low,0.2,1626946338733625344
financial/material worry,high,0.9,1626946338733625344
happiness,high,0.9,1630321160477868032
expressing altruism,high,0.9,1630321160477868032
promoting good,high,0.9,1630321160477868032
expressing empathy,high,0.9,1630321160477868032
belief in god,high,0.9,1628503434390302732
resilience,low,0.7,1629907686232932353
perceiving discrimination,high,0.8,1629907686232932353
expressing empathy,high,0.9,1629907686232932353
happiness,medium,0.7,1627411701619478531
loneliness,high,0.9,1627411701619478531
having hope,high,0.8,1627411701619478531
expressing empathy,high,0.9,1627411701619478531
happiness,high,1,1626858390189232128
expressing altruism,high,0.9,1626858390189232128
promoting good,high,0.9,1626858390189232128
expressing empathy,high,0.9,1626858390189232128
depression,medium,0.6,1627184146148913152
expressing empathy,medium,0.6,1627184146148913152
fear of future,high,0.9,1630080918059712512
belonging to society,low,0.7,1630080918059712512
feeling having a political voice,high,0.9,1630080918059712512
happiness,high,0.9,1626845572534525952
expressing altruism,high,0.9,1626845572534525952
promoting good,high,0.9,1626845572534525952
expressing empathy,high,0.9,1626845572534525952
happiness,medium,0.6,1628009420432064513
balance in the various aspects of own life,high,0.8,1628009420432064513
fear of future,high,0.8,1625957301600366593
belonging to society,medium,0.6,1625957301600366593
feeling having a political voice,medium,0.6,1625957301600366593
happiness,high,0.9,1627991776689639424
expressing altruism,high,0.9,1627991776689639424
promoting good,high,0.9,1627991776689639424
expressing empathy,high,0.9,1627991776689639424
depression,medium,0.6,1629184257792036865
expressing trust,low,0.9,1629184257792036865
financial/material worry,high,0.9,1629184257792036865
happiness,high,0.9,1628101848807907329
expressing altruism,high,0.9,1628101848807907329
promoting good,high,0.8,1628101848807907329
expressing empathy,high,0.9,1628101848807907329
depression,high,1,1630825844548706305
loneliness,high,0.9,1630825844548706305
financial/material worry,low,0.1,1630825844548706305
ptsd (post-traumatic stress disorder),high,0.9,1630825844548706305
mastery (ability or capability),high,0.85,1632024503826931718
happiness,low,0.7,1631068352734023680
self-esteem,low,0.8,1632221994665095173
loneliness,high,0.9,1632221994665095173
having hope,low,0.8,1632221994665095173
ptsd (post-traumatic stress disorder),low,0.2,1632221994665095173
mastery (ability or capability),high,0.9,1633022037634498564
happiness,high,0.8,1629459291429117955
